,x_in,y_in,change,x_fin
48653,-240,80,1,-40
48657,-240,200,1,-160
48661,-240,140,1,-100
48665,-240,-120,1,160
48669,-240,80,1,-40
48673,-240,-60,1,100
48677,-240,60,1,-20
48681,-240,80,1,-40
48685,-240,180,1,-140
48689,240,-180,2,-220
48693,-240,-180,1,220
48697,-240,60,1,-20
48701,-240,-120,1,160
48705,-240,-160,1,200
48709,-240,160,1,-120
48713,-240,-100,1,140
48717,-240,20,1,20
48721,-240,100,1,-60
48725,-240,0,1,40
48729,-240,60,1,-20
48733,240,-180,2,-220
48737,240,100,2,60
48741,240,-140,2,-180
48745,240,-120,2,-160
48749,240,20,2,-20
48753,240,140,2,100
48757,240,-160,2,-200
48761,240,240,2,200
48765,240,220,2,180
48769,240,-20,2,-60
48773,240,-140,2,-180
48777,240,180,2,140
48781,240,80,2,40
48785,240,200,2,160
48789,240,220,2,180
48793,240,180,2,140
48797,240,60,2,20
48801,240,240,2,200
48805,240,-140,2,-180
48809,240,-140,2,-180
48813,240,180,2,140
48817,240,20,2,-20
48821,240,180,2,140
48825,240,-40,2,-80
48829,240,80,2,40
48833,240,-40,2,-80
48837,240,280,2,240
48841,240,20,2,-20
48845,240,-100,2,-140
48849,240,220,2,180
48853,240,280,2,240
48857,240,-120,2,-160
48861,240,-60,2,-100
48865,240,180,2,140
48869,240,240,2,200
48873,240,20,2,-20
48877,240,-140,2,-180
48881,240,-160,2,-200
48885,240,200,2,160
48889,240,-120,2,-160
48893,240,260,2,220
48897,240,160,2,120
48901,240,-20,2,-60
48905,240,60,2,20
48909,240,-160,2,-200
48913,240,60,2,20
48917,240,-40,2,-80
48921,240,20,2,-20
48925,240,-80,2,-120
48929,240,-140,2,-180
48933,240,60,2,20
48937,240,-160,2,-200
48941,240,40,2,0
48945,240,140,2,100
48949,240,80,2,40
48953,240,-60,2,-100
48957,240,260,2,220
48961,240,60,2,20
48965,240,240,2,200
48969,240,260,2,220
48973,240,160,2,120
48977,240,200,2,160
48981,240,180,2,140
48985,240,140,2,100
48989,240,40,2,0
48993,240,-80,2,-120
48997,240,240,2,200
49001,240,120,2,80
49005,240,80,2,40
49009,240,260,2,220
49013,240,-20,2,-60
49017,240,0,2,-40
49021,240,-100,2,-140
49025,240,-40,2,-80
49029,240,100,2,60
49033,240,-140,2,-180
49037,240,40,2,0
49041,240,-40,2,-80
49045,240,180,2,140
49049,240,60,2,20
49053,240,220,2,180
49057,240,-100,2,-140
49061,240,180,2,140
49065,-240,-180,1,220
49069,-240,240,1,-200
49073,-240,-100,1,140
49077,-240,140,1,-100
49081,-240,20,1,20
49085,-240,280,1,-240
49089,-240,-140,1,180
49093,-240,100,1,-60
49097,-240,140,1,-100
49101,-240,-40,1,80
49105,-240,60,1,-20
49109,-240,280,1,-240
49113,-240,160,1,-120
49117,-240,40,1,0
49121,-240,120,1,-80
49125,-240,120,1,-80
49129,-240,-140,1,180
49133,-240,-100,1,140
49137,-240,180,1,-140
49141,-240,60,1,-20
49145,240,-180,2,-220
49149,240,-100,2,-140
49153,240,-140,2,-180
49157,240,-80,2,-120
49161,240,-80,2,-120
49165,240,100,2,60
49169,240,-80,2,-120
49173,240,280,2,240
49177,240,240,2,200
49181,240,140,2,100
49185,240,260,2,220
49189,240,280,2,240
49193,240,80,2,40
49197,240,240,2,200
49201,240,-140,2,-180
49205,240,-60,2,-100
49209,240,160,2,120
49213,240,40,2,0
49217,240,80,2,40
49221,240,120,2,80
49225,240,120,2,80
49229,240,140,2,100
49233,240,60,2,20
49237,240,240,2,200
49241,240,260,2,220
49245,240,280,2,240
49249,-240,-180,1,220
49253,-240,200,1,-160
49257,-240,-140,1,180
49261,-240,-40,1,80
49265,-240,280,1,-240
49269,-240,120,1,-80
49273,-240,-140,1,180
49277,-240,0,1,40
49281,240,-180,2,-220
49285,240,-20,2,-60
49289,240,200,2,160
49293,240,100,2,60
49297,240,220,2,180
49301,240,180,2,140
49305,240,-20,2,-60
49309,-240,-180,1,220
49313,-240,160,1,-120
49317,-240,280,1,-240
49321,-240,100,1,-60
49325,-240,200,1,-160
49329,-240,-60,1,100
49333,-240,40,1,0
49337,-240,0,1,40
49341,-240,200,1,-160
49345,-240,20,1,20
49349,-240,-80,1,120
49353,-240,260,1,-220
49357,-240,-20,1,60
49361,-240,-140,1,180
49365,-240,-40,1,80
49369,-240,-60,1,100
49373,-240,-100,1,140
49377,-240,-40,1,80
49381,-240,200,1,-160
49385,-240,60,1,-20
49389,-240,200,1,-160
49393,-240,-140,1,180
49397,-240,140,1,-100
49401,-240,-160,1,200
49405,-240,20,1,20
49409,-240,240,1,-200
49413,-240,-40,1,80
49417,-240,160,1,-120
49421,-240,-60,1,100
49425,-240,-140,1,180
49429,-240,280,1,-240
49433,-240,100,1,-60
49437,-240,-140,1,180
49441,-240,-160,1,200
49445,-240,140,1,-100
49449,-240,-80,1,120
49453,-240,-80,1,120
49457,-240,-100,1,140
49461,-240,-60,1,100
49465,-240,-100,1,140
49469,-240,100,1,-60
49473,-240,240,1,-200
49477,-240,-40,1,80
49481,-240,-160,1,200
49485,-240,100,1,-60
49489,-240,60,1,-20
49493,-240,120,1,-80
49497,-240,120,1,-80
49501,240,-180,2,-220
49505,-240,-180,1,220
49509,-240,140,1,-100
49513,-240,-60,1,100
49517,-240,-80,1,120
49521,240,-180,2,-220
49525,240,160,2,120
49529,240,220,2,180
49533,240,280,2,240
49537,240,-160,2,-200
49541,240,160,2,120
49545,240,80,2,40
49549,240,-40,2,-80
49553,240,-80,2,-120
49557,240,60,2,20
49561,240,20,2,-20
49565,240,0,2,-40
49569,240,-140,2,-180
49573,240,-20,2,-60
49577,240,40,2,0
49581,-240,-180,1,220
49585,-240,-60,1,100
49589,-240,240,1,-200
49593,-240,200,1,-160
49597,-240,180,1,-140
49601,-240,20,1,20
49605,-240,-100,1,140
49609,-240,80,1,-40
49613,-240,-160,1,200
49617,-240,220,1,-180
49621,-240,280,1,-240
49625,-240,120,1,-80
49629,-240,80,1,-40
49633,-240,20,1,20
49637,-240,260,1,-220
49641,-240,0,1,40
49645,-240,0,1,40
49649,-240,40,1,0
49653,-240,-20,1,60
49657,240,-180,2,-220
49661,240,-140,2,-180
49665,240,160,2,120
49669,240,-40,2,-80
49673,240,240,2,200
49677,240,80,2,40
49681,240,80,2,40
49685,240,240,2,200
49689,240,-20,2,-60
49693,240,-60,2,-100
49697,240,0,2,-40
49701,240,120,2,80
49705,240,20,2,-20
49709,240,-140,2,-180
49713,240,-100,2,-140
49717,240,120,2,80
49721,240,40,2,0
49725,240,180,2,140
49729,240,-140,2,-180
49733,240,180,2,140
49737,240,120,2,80
49741,240,0,2,-40
49745,240,220,2,180
49749,240,-140,2,-180
49753,240,120,2,80
49757,240,20,2,-20
49761,240,180,2,140
49765,240,-140,2,-180
49769,240,240,2,200
49773,240,60,2,20
49777,240,-20,2,-60
49781,240,-40,2,-80
49785,240,-140,2,-180
49789,240,220,2,180
49793,-240,-180,1,220
49797,240,-180,2,-220
49801,240,180,2,140
49805,240,120,2,80
49809,-240,-180,1,220
49813,-240,280,1,-240
49817,-240,80,1,-40
49821,-240,-80,1,120
49825,-240,40,1,0
49829,-240,280,1,-240
49833,-240,260,1,-220
49837,-240,180,1,-140
49841,-240,220,1,-180
49845,-240,240,1,-200
49849,-240,240,1,-200
49853,-240,60,1,-20
49857,-240,120,1,-80
49861,-240,-160,1,200
49865,-240,260,1,-220
49869,-240,260,1,-220
49873,-240,-120,1,160
49877,-240,-120,1,160
49881,-240,-140,1,180
49885,-240,60,1,-20
49889,-240,-140,1,180
49893,-240,120,1,-80
49897,-240,160,1,-120
49901,-240,-100,1,140
49905,-240,-140,1,180
49909,-240,-40,1,80
49913,240,-180,2,-220
49917,240,240,2,200
49921,240,260,2,220
49925,240,120,2,80
49929,240,-120,2,-160
49933,240,100,2,60
49937,240,160,2,120
49941,240,220,2,180
49945,240,-120,2,-160
49949,240,240,2,200
49953,240,-80,2,-120
49957,240,20,2,-20
49961,240,-80,2,-120
49965,240,160,2,120
49969,240,160,2,120
49973,240,260,2,220
49977,-240,-180,1,220
49981,-240,140,1,-100
49985,-240,180,1,-140
49989,-240,20,1,20
49993,-240,160,1,-120
49997,-240,40,1,0
50001,-240,240,1,-200
50005,-240,280,1,-240
50009,-240,-140,1,180
50013,-240,0,1,40
50017,-240,-140,1,180
50021,-240,40,1,0
50025,-240,140,1,-100
50029,-240,120,1,-80
50033,-240,140,1,-100
50037,-240,-140,1,180
50041,-240,-120,1,160
50045,-240,180,1,-140
50049,-240,180,1,-140
50053,-240,-160,1,200
50057,-240,280,1,-240
50061,-240,80,1,-40
50065,-240,0,1,40
50069,-240,240,1,-200
50073,240,-180,2,-220
50077,240,40,2,0
50081,240,-140,2,-180
50085,240,220,2,180
50089,240,240,2,200
50093,240,40,2,0
50097,240,-120,2,-160
50101,240,200,2,160
50105,240,-120,2,-160
50109,240,-60,2,-100
50113,240,-40,2,-80
50117,240,100,2,60
50121,240,140,2,100
50125,240,-100,2,-140
50129,240,-140,2,-180
50133,240,280,2,240
50137,240,0,2,-40
50141,240,-160,2,-200
50145,240,-160,2,-200
50149,240,-80,2,-120
50153,-240,-180,1,220
50157,-240,-80,1,120
50161,-240,180,1,-140
50165,-240,200,1,-160
50169,-240,-60,1,100
50173,-240,0,1,40
50177,-240,100,1,-60
50181,-240,-100,1,140
50185,-240,-140,1,180
50189,-240,160,1,-120
50193,-240,80,1,-40
50197,-240,-140,1,180
50201,-240,160,1,-120
50205,-240,140,1,-100
50209,-240,80,1,-40
50213,-240,280,1,-240
50217,-240,140,1,-100
50221,240,-180,2,-220
50225,240,120,2,80
50229,240,20,2,-20
50233,240,-40,2,-80
50237,240,-120,2,-160
50241,-240,-180,1,220
50245,-240,-100,1,140
50249,-240,40,1,0
50253,-240,-40,1,80
50257,-240,-140,1,180
50261,-240,-100,1,140
50265,-240,180,1,-140
50269,-240,100,1,-60
50273,-240,-100,1,140
50277,-240,80,1,-40
50281,-240,-140,1,180
50285,-240,200,1,-160
50289,-240,80,1,-40
50293,240,-180,2,-220
50297,240,120,2,80
50301,240,120,2,80
50305,240,280,2,240
50309,240,-120,2,-160
50313,240,180,2,140
50317,240,140,2,100
50321,240,-120,2,-160
50325,240,140,2,100
50329,240,-60,2,-100
50333,240,-120,2,-160
50337,240,-20,2,-60
50341,240,-60,2,-100
50345,240,40,2,0
50349,240,200,2,160
50353,-240,-180,1,220
50357,-240,0,1,40
50361,-240,-20,1,60
50365,-240,-120,1,160
50369,-240,-100,1,140
50373,-240,-120,1,160
50377,-240,180,1,-140
50381,-240,20,1,20
50385,-240,120,1,-80
50389,-240,-120,1,160
50393,-240,-80,1,120
50397,-240,120,1,-80
50401,-240,160,1,-120
50405,-240,160,1,-120
50409,-240,-140,1,180
50413,-240,-140,1,180
50417,-240,-140,1,180
50421,-240,-40,1,80
50425,-240,0,1,40
50429,-240,60,1,-20
50433,-240,100,1,-60
50437,-240,120,1,-80
50441,-240,-20,1,60
50445,-240,-120,1,160
50449,-240,80,1,-40
50453,-240,-100,1,140
50457,-240,-160,1,200
50461,-240,180,1,-140
50465,240,-180,2,-220
50469,240,0,2,-40
50473,240,-20,2,-60
50477,240,-20,2,-60
50481,240,0,2,-40
50485,240,60,2,20
50489,240,120,2,80
50493,240,-140,2,-180
50497,240,180,2,140
50501,240,160,2,120
50505,240,-100,2,-140
50509,240,-160,2,-200
50513,240,40,2,0
50517,240,20,2,-20
50521,240,260,2,220
50525,240,-80,2,-120
50529,240,80,2,40
50533,240,-80,2,-120
50537,240,-120,2,-160
50541,240,20,2,-20
50545,240,100,2,60
50549,240,-80,2,-120
50553,240,-140,2,-180
50557,240,20,2,-20
50561,240,40,2,0
50565,240,-80,2,-120
50569,240,-80,2,-120
50573,240,40,2,0
50577,240,200,2,160
50581,240,180,2,140
50585,240,160,2,120
50589,240,220,2,180
50593,240,-100,2,-140
50597,240,220,2,180
50601,240,160,2,120
50605,240,-120,2,-160
50609,240,20,2,-20
50613,240,0,2,-40
50617,240,260,2,220
50621,240,80,2,40
50625,240,260,2,220
50629,240,120,2,80
50633,240,-120,2,-160
50637,240,280,2,240
50641,240,-40,2,-80
50645,240,280,2,240
50649,240,280,2,240
50653,240,-140,2,-180
50657,240,100,2,60
50661,240,-160,2,-200
50665,240,260,2,220
50669,240,0,2,-40
50673,240,-140,2,-180
50677,-240,-180,1,220
50681,-240,40,1,0
50685,-240,0,1,40
50689,-240,-140,1,180
50693,-240,220,1,-180
50697,-240,-20,1,60
50701,-240,260,1,-220
50705,-240,160,1,-120
50709,-240,-160,1,200
50713,-240,-80,1,120
50717,-240,220,1,-180
50721,-240,60,1,-20
50725,-240,20,1,20
50729,240,-180,2,-220
50733,240,180,2,140
50737,240,140,2,100
50741,240,240,2,200
50745,240,140,2,100
50749,240,80,2,40
50753,240,-160,2,-200
50757,240,0,2,-40
50761,240,-160,2,-200
50765,240,0,2,-40
50769,240,180,2,140
50773,240,240,2,200
50777,240,-80,2,-120
50781,240,-120,2,-160
50785,240,0,2,-40
50789,240,20,2,-20
50793,240,-140,2,-180
50797,240,180,2,140
50801,240,-100,2,-140
50805,240,200,2,160
50809,240,160,2,120
50813,240,-20,2,-60
50817,240,260,2,220
50821,240,180,2,140
50825,240,240,2,200
50829,240,0,2,-40
50833,240,240,2,200
50837,240,-60,2,-100
50841,240,200,2,160
50845,240,160,2,120
50849,240,-40,2,-80
50853,240,40,2,0
50857,240,-60,2,-100
50861,240,240,2,200
50865,240,-120,2,-160
50869,240,240,2,200
50873,240,240,2,200
50877,240,-140,2,-180
50881,240,-140,2,-180
50885,240,120,2,80
50889,240,-140,2,-180
50893,240,-20,2,-60
50897,240,-160,2,-200
50901,240,-60,2,-100
50905,240,40,2,0
50909,240,60,2,20
50913,240,20,2,-20
50917,240,-120,2,-160
50921,240,180,2,140
50925,240,120,2,80
50929,240,0,2,-40
50933,240,140,2,100
50937,240,20,2,-20
50941,240,-140,2,-180
50945,240,80,2,40
50949,-240,-180,1,220
50953,-240,220,1,-180
50957,-240,-40,1,80
50961,-240,200,1,-160
50965,-240,-80,1,120
50969,-240,0,1,40
50973,240,-180,2,-220
50977,240,100,2,60
50981,240,-100,2,-140
50985,240,-80,2,-120
50989,240,-140,2,-180
50993,240,160,2,120
50997,240,20,2,-20
51001,240,60,2,20
51005,240,-160,2,-200
51009,240,-160,2,-200
51013,240,-80,2,-120
51017,240,-140,2,-180
51021,240,260,2,220
51025,240,60,2,20
51029,240,-80,2,-120
51033,-240,-180,1,220
51037,-240,200,1,-160
51041,-240,0,1,40
51045,-240,80,1,-40
51049,-240,-160,1,200
51053,-240,260,1,-220
51057,-240,20,1,20
51061,-240,-20,1,60
51065,-240,-120,1,160
51069,-240,160,1,-120
51073,-240,180,1,-140
51077,-240,-120,1,160
51081,-240,-40,1,80
51085,-240,-20,1,60
51089,-240,240,1,-200
51093,-240,-80,1,120
51097,-240,80,1,-40
51101,-240,100,1,-60
51105,-240,0,1,40
51109,-240,-140,1,180
51113,-240,200,1,-160
51117,-240,60,1,-20
51121,-240,180,1,-140
51125,-240,-100,1,140
51129,-240,180,1,-140
51133,-240,20,1,20
51137,-240,240,1,-200
51141,-240,-40,1,80
51145,-240,200,1,-160
51149,-240,260,1,-220
51153,-240,280,1,-240
51157,-240,100,1,-60
51161,-240,-120,1,160
51165,-240,-140,1,180
51169,-240,-140,1,180
51173,-240,280,1,-240
51177,-240,-60,1,100
51181,240,-180,2,-220
51185,240,-80,2,-120
51189,240,-120,2,-160
51193,240,100,2,60
51197,240,0,2,-40
51201,240,40,2,0
51205,240,280,2,240
51209,240,120,2,80
51213,240,-80,2,-120
51217,240,-80,2,-120
51221,240,260,2,220
51225,240,280,2,240
51229,240,80,2,40
51233,240,-20,2,-60
51237,240,-40,2,-80
51241,240,140,2,100
51245,240,100,2,60
51249,240,80,2,40
51253,240,120,2,80
51257,240,-140,2,-180
51261,240,140,2,100
51265,240,-120,2,-160
51269,240,160,2,120
51273,240,0,2,-40
51277,240,-100,2,-140
51281,240,80,2,40
51285,240,-140,2,-180
51289,240,-140,2,-180
51293,240,100,2,60
51297,240,140,2,100
51301,240,-60,2,-100
51305,240,40,2,0
51309,240,180,2,140
51313,240,0,2,-40
51317,240,240,2,200
51321,240,120,2,80
51325,240,-60,2,-100
51329,240,60,2,20
51333,240,160,2,120
51337,240,40,2,0
51341,240,80,2,40
51345,240,-100,2,-140
51349,240,-40,2,-80
51353,240,0,2,-40
51357,240,120,2,80
51361,240,-160,2,-200
51365,240,-140,2,-180
51369,240,220,2,180
51373,-240,-180,1,220
51377,-240,20,1,20
51381,-240,-40,1,80
51385,240,-180,2,-220
51389,240,-100,2,-140
51393,240,40,2,0
51397,240,260,2,220
51401,240,160,2,120
51405,240,40,2,0
51409,240,-60,2,-100
51413,240,0,2,-40
51417,240,120,2,80
51421,240,-80,2,-120
51425,240,-40,2,-80
51429,240,160,2,120
51433,240,-60,2,-100
51437,240,220,2,180
51441,240,-140,2,-180
51445,240,140,2,100
51449,240,260,2,220
51453,240,240,2,200
51457,240,160,2,120
51461,240,60,2,20
51465,240,160,2,120
51469,240,-40,2,-80
51473,240,200,2,160
51477,240,-20,2,-60
51481,240,80,2,40
51485,240,40,2,0
51489,240,140,2,100
51493,240,180,2,140
51497,-240,-180,1,220
51501,-240,260,1,-220
51505,-240,-100,1,140
51509,-240,-160,1,200
51513,-240,-140,1,180
51517,-240,140,1,-100
51521,-240,-80,1,120
51525,-240,-60,1,100
51529,-240,220,1,-180
51533,-240,-140,1,180
51537,-240,20,1,20
51541,-240,0,1,40
51545,-240,280,1,-240
51549,-240,-40,1,80
51553,-240,160,1,-120
51557,-240,280,1,-240
51561,-240,-60,1,100
51565,-240,180,1,-140
51569,-240,-160,1,200
51573,-240,220,1,-180
51577,-240,120,1,-80
51581,-240,-100,1,140
51585,-240,160,1,-120
51589,-240,0,1,40
51593,-240,40,1,0
51597,-240,160,1,-120
51601,-240,200,1,-160
51605,-240,40,1,0
51609,-240,220,1,-180
51613,-240,-120,1,160
51617,-240,140,1,-100
51621,-240,-80,1,120
51625,-240,260,1,-220
51629,-240,-140,1,180
51633,-240,100,1,-60
51637,-240,0,1,40
51641,-240,20,1,20
51645,-240,240,1,-200
51649,-240,-20,1,60
51653,-240,280,1,-240
51657,-240,-100,1,140
51661,-240,0,1,40
51665,-240,280,1,-240
51669,-240,180,1,-140
51673,-240,-60,1,100
51677,-240,120,1,-80
51681,-240,200,1,-160
51685,-240,-160,1,200
51689,-240,180,1,-140
51693,-240,-40,1,80
51697,-240,240,1,-200
51701,-240,-140,1,180
51705,-240,80,1,-40
51709,-240,20,1,20
51713,-240,260,1,-220
51717,-240,0,1,40
51721,-240,180,1,-140
51725,-240,-60,1,100
51729,-240,240,1,-200
51733,240,-180,2,-220
51737,240,0,2,-40
51741,240,-20,2,-60
51745,-240,-180,1,220
51749,-240,-20,1,60
51753,-240,40,1,0
51757,-240,20,1,20
51761,-240,260,1,-220
51765,-240,-140,1,180
51769,-240,260,1,-220
51773,-240,180,1,-140
51777,-240,20,1,20
51781,-240,-140,1,180
51785,-240,60,1,-20
51789,-240,20,1,20
51793,-240,-40,1,80
51797,-240,260,1,-220
51801,-240,280,1,-240
51805,-240,-160,1,200
51809,-240,260,1,-220
51813,-240,20,1,20
51817,240,-180,2,-220
51821,240,-120,2,-160
51825,240,100,2,60
51829,240,60,2,20
51833,240,-40,2,-80
51837,240,120,2,80
51841,240,20,2,-20
51845,240,80,2,40
51849,240,240,2,200
51853,240,-60,2,-100
51857,240,-60,2,-100
51861,240,200,2,160
51865,240,220,2,180
51869,240,-80,2,-120
51873,240,-60,2,-100
51877,240,-60,2,-100
51881,240,-20,2,-60
51885,-240,-180,1,220
51889,-240,-100,1,140
51893,240,-180,2,-220
51897,240,60,2,20
51901,240,-100,2,-140
51905,240,40,2,0
51909,240,160,2,120
51913,240,40,2,0
51917,240,-160,2,-200
51921,240,-100,2,-140
51925,240,280,2,240
51929,240,220,2,180
51933,240,40,2,0
51937,240,200,2,160
51941,240,-80,2,-120
51945,240,120,2,80
51949,240,20,2,-20
51953,240,-20,2,-60
51957,240,120,2,80
51961,240,80,2,40
51965,240,120,2,80
51969,240,-20,2,-60
51973,240,120,2,80
51977,240,120,2,80
51981,240,80,2,40
51985,240,100,2,60
51989,240,240,2,200
51993,240,60,2,20
51997,240,-140,2,-180
52001,240,240,2,200
52005,240,120,2,80
52009,240,-60,2,-100
52013,240,60,2,20
52017,-240,-180,1,220
52021,-240,-80,1,120
52025,-240,20,1,20
52029,-240,-160,1,200
52033,-240,0,1,40
52037,-240,260,1,-220
52041,-240,-120,1,160
52045,-240,40,1,0
52049,-240,-160,1,200
52053,-240,-140,1,180
52057,-240,100,1,-60
52061,-240,200,1,-160
52065,-240,240,1,-200
52069,-240,-100,1,140
52073,-240,0,1,40
52077,-240,-140,1,180
52081,-240,20,1,20
52085,-240,-80,1,120
52089,-240,60,1,-20
52093,-240,140,1,-100
52097,-240,180,1,-140
52101,-240,280,1,-240
52105,-240,100,1,-60
52109,-240,-140,1,180
52113,-240,-140,1,180
52117,-240,200,1,-160
52121,-240,80,1,-40
52125,-240,-120,1,160
52129,-240,220,1,-180
52133,-240,60,1,-20
52137,-240,0,1,40
52141,-240,200,1,-160
52145,-240,140,1,-100
52149,240,-180,2,-220
52153,240,-40,2,-80
52157,240,-20,2,-60
52161,240,180,2,140
52165,240,240,2,200
52169,240,120,2,80
52173,240,180,2,140
52177,240,20,2,-20
52181,240,-60,2,-100
52185,240,80,2,40
52189,240,20,2,-20
52193,240,20,2,-20
52197,240,-60,2,-100
52201,240,80,2,40
52205,240,-160,2,-200
52209,240,-120,2,-160
52213,240,-160,2,-200
52217,240,260,2,220
52221,240,-140,2,-180
52225,240,-100,2,-140
52229,-240,-180,1,220
52233,-240,240,1,-200
52237,-240,160,1,-120
52241,-240,0,1,40
52245,-240,-100,1,140
52249,-240,220,1,-180
52253,-240,-20,1,60
52257,-240,220,1,-180
52261,-240,-60,1,100
52265,-240,240,1,-200
52269,-240,20,1,20
52273,-240,260,1,-220
52277,-240,-20,1,60
52281,-240,-140,1,180
52285,-240,180,1,-140
52289,-240,120,1,-80
52293,-240,20,1,20
52297,-240,220,1,-180
52301,-240,180,1,-140
52305,-240,40,1,0
52309,-240,-80,1,120
52313,-240,100,1,-60
52317,-240,-40,1,80
52321,-240,80,1,-40
52325,-240,-160,1,200
52329,-240,-40,1,80
52333,-240,-140,1,180
52337,-240,0,1,40
52341,-240,-160,1,200
52345,240,-180,2,-220
52349,240,200,2,160
52353,240,140,2,100
52357,240,220,2,180
52361,240,-60,2,-100
52365,240,200,2,160
52369,240,-140,2,-180
52373,240,-80,2,-120
52377,240,20,2,-20
52381,240,220,2,180
52385,240,0,2,-40
52389,240,0,2,-40
52393,240,-60,2,-100
52397,240,280,2,240
52401,240,-140,2,-180
52405,240,160,2,120
52409,240,-20,2,-60
52413,240,20,2,-20
52417,240,20,2,-20
52421,240,100,2,60
52425,240,180,2,140
52429,240,240,2,200
52433,240,100,2,60
52437,240,-80,2,-120
52441,240,240,2,200
52445,240,60,2,20
52449,240,20,2,-20
52453,240,120,2,80
52457,240,280,2,240
52461,240,-140,2,-180
52465,240,20,2,-20
52469,240,-140,2,-180
52473,240,60,2,20
52477,240,-80,2,-120
52481,240,240,2,200
52485,240,200,2,160
